record_id,species,count,lat,long
1083001,Royal / Wandering albatross,6,-45.916666666666664,165.4
1083001,Black-browed albatross,2,-45.916666666666664,165.4
1083001,Cape petrel,8,-45.916666666666664,165.4
1083001,Fairy prion,2,-45.916666666666664,165.4
1083001,Sooty shearwater,4,-45.916666666666664,165.4
1084001,Royal albatross,10,-35.53333333333333,125
1084001,Black-browed albatross,2,-35.53333333333333,125
1084001,Sooty shearwater,18,-35.53333333333333,125
1084002,Royal albatross,10,-37.666666666666664,132.25
1084002,Black-browed albatross,2,-37.666666666666664,132.25
1084002,Cape petrel,2,-37.666666666666664,132.25
1084002,Prion (unidentified),2,-37.666666666666664,132.25
1084002,Sooty shearwater,8,-37.666666666666664,132.25
1084002,Seabird (Unidentified),1,-37.666666666666664,132.25
1084003,Royal albatross,14,-40,162
1084003,Black-browed albatross,4,-40,162
1084003,Giant petrel,3,-40,162
1084003,Cape petrel,8,-40,162
1084003,Fairy prion,18,-40,162
1086001,Fairy prion,6,-36.166666666666664,174.91666666666666
1086001,Black petrel,55,-36.166666666666664,174.91666666666666
1086001,Australasian gannet,12,-36.166666666666664,174.91666666666666
1086002,Wilson's storm petrel,22,-35.416666666666664,174.56666666666666
1086002,Australasian gannet,7,-35.416666666666664,174.56666666666666
1086003,Wandering albatross,4,-35.25,168
1086003,Wandering albatross,2,-35.25,168
1086003,Royal albatross,3,-35.25,168
1086003,Northern giant petrel,3,-35.25,168
1086003,White-chinned petrel,1,-35.25,168
1086003,Sooty shearwater,1,-35.25,168
1086004,Wandering albatross,4,-35.3,167.33333333333334
1086004,Wandering albatross,2,-35.3,167.33333333333334
1086004,Royal albatross,3,-35.3,167.33333333333334
1086004,Northern giant petrel,1,-35.3,167.33333333333334
1086004,White-chinned petrel,1,-35.3,167.33333333333334
1086005,Wandering albatross,3,-36.5,161
1086005,Wandering albatross,4,-36.5,161
1086005,Northern royal albatross,2,-36.5,161
1086005,Royal albatross,4,-36.5,161
1086005,White-chinned petrel,2,-36.5,161
1086005,Petrel (unidentified),2,-36.5,161
1086006,Wandering albatross,1,-36.333333333333336,160.5
1086006,Royal albatross,3,-36.333333333333336,160.5
1086007,Royal albatross,1,-39.18333333333333,146.28333333333333
1086007,Sooty shearwater,1,-39.18333333333333,146.28333333333333
1086007,Australasian gannet,1,-39.18333333333333,146.28333333333333
1087001,[NO BIRDS RECORDED],NA,NA,NA
1087002,Wandering albatross,3,-39.666666666666664,154.16666666666666
1087002,Royal albatross,2,-39.666666666666664,154.16666666666666
1087002,Black-browed albatross,3,-39.666666666666664,154.16666666666666
1087002,White-chinned petrel,3,-39.666666666666664,154.16666666666666
1087003,Wandering albatross,3,-39.666666666666664,155
1087003,Royal albatross,2,-39.666666666666664,155
1087003,Black-browed albatross,3,-39.666666666666664,155
1087003,White-chinned petrel,6,-39.666666666666664,155
1087003,Sooty shearwater,48,-39.666666666666664,155
1087003,Diving-petrel (unidentified),1,-39.666666666666664,155
1087004,Wandering albatross,3,-39.85,161.93333333333334
1087004,Royal albatross,2,-39.85,161.93333333333334
1087004,Black-browed albatross,3,-39.85,161.93333333333334
1087005,Wandering albatross,3,-39.93333333333333,162.08333333333334
1087005,Royal albatross,2,-39.93333333333333,162.08333333333334
1087005,Black-browed albatross,3,-39.93333333333333,162.08333333333334
1087006,Wandering albatross,3,-40,164
1087006,Royal albatross,2,-40,164
1087006,Black-browed albatross,3,-40,164
1087007,Diving-petrel (unidentified),2,-40,NA
1087008,Wandering albatross,1,-40.1,167.5
1087008,Wandering albatross,1,-40.1,167.5
1087008,Southern royal albatross,2,-40.1,167.5
1087008,Southern royal albatross,3,-40.1,167.5
1087008,Cape petrel,4,-40.1,167.5
1087008,Broad-billed prion,48,-40.1,167.5
1087009,Wandering albatross,1,-40.166666666666664,168.66666666666666
1087009,Royal albatross,1,-40.166666666666664,168.66666666666666
1087009,Fairy prion,4,-40.166666666666664,168.66666666666666
1087009,Buller's shearwater,4,-40.166666666666664,168.66666666666666
1087009,Sooty shearwater,2,-40.166666666666664,168.66666666666666
1087009,Broad-billed prion,32,-40.166666666666664,168.66666666666666
1087010,Wandering albatross,2,-40.2,169.08333333333334
1087010,Buller's shearwater,2,-40.2,169.08333333333334
1087010,Skua (unidentified),1,-40.2,169.08333333333334
1087011,Wandering albatross,2,-40.21666666666667,169.5
1087011,Cape petrel,3,-40.21666666666667,169.5
1087011,Buller's shearwater,15,-40.21666666666667,169.5
1087011,Sooty shearwater,2,-40.21666666666667,169.5
1087011,Australasian gannet,2,-40.21666666666667,169.5
1088001,Wandering albatross,6,-33,152
1088001,Black-browed albatross,1,-33,152
1088001,Cape petrel,5,-33,152
1088001,Flesh-footed shearwater,1,-33,152
1088001,Subantarctic skua,1,-33,152
1088002,Wedge-tailed shearwater,40,-33,152
1088002,Black-winged petrel,2,-33,152
1088003,Wandering albatross,7,-34,152
1088003,Black-browed albatross,1,-34,152
1088003,Black-browed albatross,1,-34,152
1088003,Cape petrel,3,-34,152
1088003,Pomarine skua,2,-34,152
1088004,Wandering albatross,1,-35,154
1088004,Wandering albatross,5,-35,154
1088004,Black-browed albatross,5,-35,154
1088004,Giant petrel,1,-35,154
1088004,Cape petrel,4,-35,154
1088004,Shearwater (unidentified),2,-35,154
1088005,Wandering albatross,4,-36,154
1088005,Black-browed albatross,7,-36,154
1088005,Black-browed albatross,5,-36,154
1088005,Cape petrel,3,-36,154
1088005,Sooty shearwater,2,-36,154
1088006,Wandering albatross,4,-37,157
1088006,Black-browed albatross,5,-37,157
1088006,Black-browed albatross,1,-37,157
1088006,Giant petrel,1,-37,157
1088006,Cape petrel,2,-37,157
1088007,Wandering albatross,7,-39,158
1088007,Cape petrel,1,-39,158
1088007,Sooty shearwater,4,-39,158
1088008,Wandering albatross,6,-40,158
1088008,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-40,158
1088008,Cape petrel,6,-40,158
1088008,Prion (unidentified),5,-40,158
1088008,Sooty shearwater,26,-40,158
1088008,Black-bellied storm petrel,5,-40,158
1088008,Tern (unidentified),1,-40,158
1088009,Shearwater (unidentified),100,-40,159
1088010,Wandering albatross,11,-40,159
1088010,Cape petrel,4,-40,159
1088010,Grey-faced petrel,1,-40,159
1088010,White-headed petrel,1,-40,159
1088010,Prion (unidentified),1,-40,159
1088010,Sooty shearwater,32,-40,159
1088010,White-bellied storm petrel,4,-40,159
1088011,Wandering albatross,11,-41,160
1088011,Giant petrel,2,-41,160
1088011,Cape petrel,5,-41,160
1088011,Prion (unidentified),100,-41,160
1088011,Shearwater (unidentified),8,-41,160
1088011,Black-winged petrel,1,-41,160
1088012,Cape petrel,1,-42,161
1088013,Wandering albatross,2,-42,162
1088013,Cape petrel,2,-42,162
1088013,Tern (unidentified),1,-42,162
1088014,Giant petrel,1,-43,162
1088014,Cape petrel,1,-43,162
1088014,Black-bellied storm petrel,1,-43,162
1088015,Wandering albatross,2,-44,164
1088015,Black-browed albatross,1,-44,164
1088015,Grey-headed mollymawk,1,-44,164
1088015,Giant petrel,9,-44,164
1088015,Cape petrel,27,-44,164
1088015,White-headed petrel,1,-44,164
1088015,Black-bellied storm petrel,3,-44,164
1088016,Wandering albatross,2,-46,166
1088016,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-46,166
1088016,Giant petrel,5,-46,166
1088016,Cape petrel,5,-46,166
1088017,Wandering albatross,3,-46,167
1088017,Black-browed albatross,5,-46,167
1088017,Black-browed albatross,1,-46,167
1088017,Buller's mollymawk,3,-46,167
1088017,Shy / white-capped / Salvin's /  Chatham mollymawk,2,-46,167
1088017,Giant petrel,4,-46,167
1088017,Cape petrel,25,-46,167
1088017,Prion (unidentified),20,-46,167
1092001,Wandering albatross,2,-36,176
1092001,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-36,176
1092001,Giant petrel,3,-36,176
1092001,Cape petrel,2,-36,176
1092001,Grey-faced petrel,8,-36,176
1092001,Buller's shearwater,2,-36,176
1092001,Southern black-backed gull,2,-36,176
1092002,Giant petrel,1,-34,174
1092002,Buller's shearwater,9,-34,174
1092002,Sooty shearwater,1,-34,174
1092002,Storm-petrel (unidentified),8,-34,174
1092003,Giant petrel,1,-34,173
1092003,Flesh-footed shearwater,4,-34,173
1092003,Buller's shearwater,202,-34,173
1092003,Australasian gannet,1,-34,173
1092004,Wandering albatross,NA,-34,173
1092005,Black-browed albatross,1,-34,172
1092005,Black-browed albatross,2,-34,172
1092005,Giant petrel,3,-34,172
1092005,Flesh-footed shearwater,9,-34,172
1092005,Buller's shearwater,73,-34,172
1092005,Australasian gannet,4,-34,172
1092005,Southern black-backed gull,8,-34,172
1092006,Wandering albatross,2,-34,169
1092006,Wandering albatross,1,-34,169
1092006,Wandering albatross,2,-34,169
1092006,Giant petrel,2,-34,169
1092006,Cape petrel,2,-34,169
1092006,All dark shearwater (unidentified),1,-34,169
1092007,Wandering albatross,5,-34,169
1092007,Wandering albatross,3,-34,169
1092007,Wandering albatross,2,-34,169
1092007,Wandering albatross,2,-34,169
1092007,Giant petrel,2,-34,169
1092007,Cape petrel,2,-34,169
1092008,Wandering albatross,8,-34,168
1092008,Giant petrel,1,-34,168
1092008,Cape petrel,8,-34,168
1092008,Buller's shearwater,1,-34,168
1092009,Wandering albatross,2,-34,168
1092009,Wandering albatross,4,-34,168
1092009,Wandering albatross,3,-34,168
1092009,Wandering albatross,3,-34,168
1092009,Giant petrel,2,-34,168
1092009,Cape petrel,2,-34,168
1092009,Shearwater (unidentified),4,-34,168
1092010,Wandering albatross,1,-34,167
1092010,Wandering albatross,2,-34,167
1092010,Wandering albatross,4,-34,167
1092010,Wandering albatross,3,-34,167
1092010,Wandering albatross,2,-34,167
1092010,Giant petrel,2,-34,167
1092010,Cape petrel,7,-34,167
1092011,White-headed petrel,NA,-34,167
1092012,Wandering albatross,3,-34,164
1092012,Wandering albatross,1,-34,164
1092012,Wandering albatross,2,-34,164
1092012,Cape petrel,2,-34,164
1092012,Sooty shearwater,1,-34,164
1092012,Shearwater (unidentified),1,-34,164
1092013,Red-tailed tropicbird,NA,-34,164
1092014,Wandering albatross,3,-34,163
1092014,Wandering albatross,1,-34,163
1092014,Wandering albatross,1,-34,163
1092014,Cape petrel,3,-34,163
1092014,Shearwater (unidentified),7,-34,163
1092015,Wandering albatross,2,-33,162
1092015,Wandering albatross,1,-33,162
1092015,Wandering albatross,3,-33,162
1092015,Black-browed albatross,1,-33,162
1092015,Black-browed albatross,1,-33,162
1092015,Cape petrel,3,-33,162
1092015,Grey-faced petrel,2,-33,162
1092016,Wandering albatross,1,-34,159
1092016,Wandering albatross,3,-34,159
1092016,Shearwater (unidentified),2,-34,159
1092017,Australasian gannet,NA,-33,159
1092018,Wandering albatross,1,-33,158
1092018,Wandering albatross,2,-33,158
1092018,Wandering albatross,3,-33,158
1092018,Cape petrel,2,-33,158
1092018,Grey-faced petrel,1,-33,158
1092020,Wandering albatross,4,-33,157
1092020,Wandering albatross,3,-33,157
1092020,Wandering albatross,3,-33,157
1092020,Black-browed albatross,3,-33,157
1092020,Black-browed albatross,1,-33,157
1092020,Cape petrel,2,-33,157
1092021,Wandering albatross,6,-33,156
1092021,Black-browed albatross,7,-33,156
1092021,Black-browed albatross,2,-33,156
1092021,Cape petrel,3,-33,156
1092021,Sooty shearwater,1,-33,156
1092022,Wandering albatross,1,-33,154
1092022,Cape petrel,1,-33,154
1092022,Grey-faced petrel,2,-33,154
1092023,Wandering albatross,1,-33,153
1092023,Wandering albatross,1,-33,153
1092023,Wandering albatross,2,-33,153
1092023,Wandering albatross,1,-33,153
1092023,Cape petrel,3,-33,153
1092023,Grey-faced petrel,3,-33,153
1092024,Wandering albatross,8,-33,152
1092024,Black-browed albatross,1,-33,152
1092024,Cape petrel,2,-33,152
1100001,Buller's mollymawk,1,-45,170
1100001,Shy / White-capped mollymawk,1,-45,170
1100001,Salvin's mollymawk,2,-45,170
1100001,Grey-headed mollymawk,1,-45,170
1100001,Cape petrel,6,-45,170
1100001,Sooty shearwater,50,-45,170
1100001,Southern black-backed gull,25,-45,170
1100002,Salvin's mollymawk,2,-45,170
1100002,Cape petrel,3,-45,170
1100002,Sooty shearwater,500,-45,170
1100002,Southern black-backed gull,20,-45,170
1100003,Cape petrel,6,-46,170
1100003,Sooty shearwater,250,-46,170
1100004,Buller's mollymawk,1,-46,170
1100004,Giant petrel,2,-46,170
1100004,Cape petrel,6,-46,170
1100004,Prion (unidentified),2,-46,170
1100004,Sooty shearwater,200,-46,170
1100004,Southern black-backed gull,2,-46,170
1100005,Salvin's mollymawk,1,-46,169
1100005,Giant petrel,1,-46,169
1100005,Cape petrel,9,-46,169
1100005,Sooty shearwater,200,-46,169
1100006,Buller's mollymawk,1,-46,169
1100006,Giant petrel,2,-46,169
1100006,Cape petrel,9,-46,169
1100006,Sooty shearwater,100,-46,169
1100006,Southern black-backed gull,1,-46,169
1100007,Salvin's mollymawk,1,-46,169
1100007,Giant petrel,1,-46,169
1100007,Cape petrel,8,-46,169
1100007,Prion (unidentified),2,-46,169
1100007,Sooty shearwater,20,-46,169
1100007,Southern black-backed gull,9,-46,169
1100008,Cape petrel,7,-46,168
1100008,Prion (unidentified),3,-46,168
1100008,Sooty shearwater,15,-46,168
1100008,Southern black-backed gull,6,-46,168
1100009,Wandering albatross,3,-45,164
1100009,Wandering albatross,1,-45,164
1100009,Southern royal albatross,2,-45,164
1100009,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-45,164
1100009,Cape petrel,12,-45,164
1100009,Sooty shearwater,8,-45,164
1100009,Black / White-bellied storm-petrel,1,-45,164
1100010,Wandering albatross,2,-45,164
1100010,Wandering albatross,1,-45,164
1100010,Southern royal albatross,1,-45,164
1100010,Shy / white-capped / Salvin's /  Chatham mollymawk,2,-45,164
1100010,Cape petrel,14,-45,164
1100010,Mottled petrel,6,-45,164
1100010,Sooty shearwater,6,-45,164
1100011,Wandering albatross,4,-45,164
1100011,Wandering albatross,6,-45,164
1100011,Wandering albatross,2,-45,164
1100011,Southern royal albatross,2,-45,164
1100011,Cape petrel,2,-45,164
1100011,Sooty shearwater,4,-45,164
1100012,Wandering albatross,7,-45,163
1100012,Wandering albatross,2,-45,163
1100012,Wandering albatross,4,-45,163
1100012,Wandering albatross,2,-45,163
1100012,Wandering albatross,1,-45,163
1100012,Cape petrel,1,-45,163
1100012,Sooty shearwater,6,-45,163
1100012,Black / White-bellied storm-petrel,2,-45,163
1100013,Wandering albatross,1,-45,163
1100013,Wandering albatross,2,-45,163
1100013,Wandering albatross,3,-45,163
1100013,White-chinned petrel,1,-45,163
1100013,Sooty shearwater,3,-45,163
1100013,Black / White-bellied storm-petrel,2,-45,163
1100014,Wandering albatross,1,-45,162
1100014,Wandering albatross,3,-45,162
1100014,Wandering albatross,1,-45,162
1100014,Prion (unidentified),30,-45,162
1100014,Sooty shearwater,2,-45,162
1100014,Black / White-bellied storm-petrel,8,-45,162
1100015,Wandering albatross,1,-44,162
1100015,Wandering albatross,2,-44,162
1100015,Wandering albatross,1,-44,162
1100016,Wandering albatross,1,-44,162
1100016,Wandering albatross,3,-44,162
1100016,Wandering albatross,1,-44,162
1100016,Black / White-bellied storm-petrel,2,-44,162
1100017,Wandering albatross,2,-44,161
1100017,Wandering albatross,3,-44,161
1100017,Wandering albatross,1,-44,161
1100017,Giant petrel,1,-44,161
1100017,Prion (unidentified),2,-44,161
1100017,White-faced storm petrel,1,-44,161
1100017,Black / White-bellied storm-petrel,1,-44,161
1100018,Wandering albatross,1,-44,160
1100018,Wandering albatross,1,-44,160
1100018,Wandering albatross,3,-44,160
1100018,Wandering albatross,1,-44,160
1100019,Wandering albatross,1,-43,157
1100019,Wandering albatross,3,-43,157
1100019,Wandering albatross,1,-43,157
1100019,Shy / white-capped / Salvin's /  Chatham mollymawk,1,-43,157
1100020,Wandering albatross,2,-43,156
1100020,Wandering albatross,3,-43,156
1100020,Wandering albatross,1,-43,156
1100020,White-chinned petrel,2,-43,156
1100021,Wandering albatross,2,-42,156
1100021,Wandering albatross,2,-42,156
1100021,Wandering albatross,2,-42,156
1100022,Wandering albatross,1,-42,156
1100022,Wandering albatross,2,-42,156
1100022,Wandering albatross,3,-42,156
1100022,Wandering albatross,1,-42,156
1100022,Shy / white-capped / Salvin's /  Chatham mollymawk,3,-42,156
1100022,Short-tailed shearwater,2,-42,156
1100023,Wandering albatross,2,-42,155
1100023,Wandering albatross,3,-42,155
1100023,Wandering albatross,1,-42,155
1100023,Short-tailed shearwater,4,-42,155
1100024,Wandering albatross,2,-42,155
1100024,Wandering albatross,3,-42,155
1100024,Wandering albatross,2,-42,155
1100024,Short-tailed shearwater,2,-42,155
1100025,Wandering albatross,2,-42,154
1100025,Wandering albatross,3,-42,154
1100025,Wandering albatross,2,-42,154
1100025,Short-tailed shearwater,1,-42,154
1100026,Wandering albatross,3,-41,154
1100026,Wandering albatross,3,-41,154
1100026,Wandering albatross,2,-41,154
1100026,White-chinned petrel,1,-41,154
1100026,Short-tailed shearwater,1,-41,154
1100027,Wandering albatross,1,-40,151
1100027,Grey-faced petrel,1,-40,151
1100028,Wandering albatross,1,-40,151
1100028,Wandering albatross,1,-40,151
1100028,Grey-faced petrel,1,-40,151
1100028,Short-tailed shearwater,1,-40,151
1100029,Wandering albatross,1,-39,150
1100029,Wandering albatross,2,-39,150
1100029,Wandering albatross,2,-39,150
1100029,Wandering albatross,1,-39,150
1100029,Short-tailed shearwater,1,-39,150
1100030,Wandering albatross,1,-39,150
1100030,Wandering albatross,2,-39,150
1100030,Wandering albatross,2,-39,150
1100030,Short-tailed shearwater,3,-39,150
1100031,Wandering albatross,2,-39,150
1100031,Short-tailed shearwater,5,-39,150
1100032,Wandering albatross,1,-39,149
1100032,Wandering albatross,2,-39,149
1100032,Wandering albatross,2,-39,149
1100032,Wandering albatross,1,-39,149
1100032,Short-tailed shearwater,4,-39,149
1104001,Wandering albatross,1,-33.083333333333336,154.41666666666666
1104001,Wandering albatross,3,-33.083333333333336,154.41666666666666
1104002,Wandering albatross,1,-33,154
1104002,Wandering albatross,4,-33,154
1104002,All dark petrel (unidentified),2,-33,154
1104003,Wandering albatross,1,-33,154
1104003,Wandering albatross,3,-33,154
1104003,Short-tailed shearwater,42,-33,154
1104003,All dark petrel (unidentified),2,-33,154
1104004,Wandering albatross,1,-33,153
1104004,Wandering albatross,1,-33,153
1104004,Wandering albatross,3,-33,153
1104004,Wedge-tailed shearwater,1,-33,153
1104005,Wandering albatross,1,-33.03333333333333,153.83333333333334
1104005,Wandering albatross,1,-33.03333333333333,153.83333333333334
1104005,Wandering albatross,3,-33.03333333333333,153.83333333333334
1104005,Short-tailed shearwater,20,-33.03333333333333,153.83333333333334
1104006,Wandering albatross,2,-32,151
1104006,Short-tailed shearwater,50,-32,151
1104006,Pomarine skua,1,-32,151
1104006,Pomarine skua,1,-32,151
1104006,Crested tern,20,-32,151
1104006,Tern (unidentified),200,-32,151
1104006,Common tern,30,-32,151
1104007,Wandering albatross,1,-32,151
1104007,Short-tailed shearwater,30,-32,151
1104007,Crested tern,9,-32,151
1104007,Common tern,3,-32,151
1104007,Common tern,30,-32,151
1104008,Wandering albatross,1,-32,151
1104008,Wandering albatross,1,-32,151
1104008,Short-tailed shearwater,10,-32,151
1104008,Pomarine skua,2,-32,151
1104008,Pomarine skua,4,-32,151
1104008,Tern (unidentified),50,-32,151
1104010,Pomarine skua,NA,-32,151
1104010,Jaeger (unidentified),NA,-32,151
1104011,Wandering albatross,1,-33,154
1104011,Wandering albatross,1,-33,154
1104011,Wandering albatross,4,-33,154
1104011,Providence petrel,2,-33,154
1104012,Wandering albatross,1,-33,154
1104012,Wandering albatross,1,-33,154
1104012,Wandering albatross,5,-33,154
1104012,Grey-faced petrel,2,-33,154
1104013,Wandering albatross,1,-33,155
1104013,Wandering albatross,1,-33,155
1104013,Grey-faced petrel,1,-33,155
1104013,Short-tailed shearwater,250,-33,155
1104014,Wandering albatross,1,-33.166666666666664,155.41666666666666
1104014,Wandering albatross,3,-33.166666666666664,155.41666666666666
1104014,Grey-faced petrel,1,-33.166666666666664,155.41666666666666
1104014,Short-tailed shearwater,300,-33.166666666666664,155.41666666666666
1104014,Sooty tern,4,-33.166666666666664,155.41666666666666
1104015,Wandering albatross,1,-33,155
1104015,Wandering albatross,3,-33,155
1104015,Grey-faced petrel,2,-33,155
1104016,Sooty tern,1,-33.4,157.56666666666666
1104017,Wandering albatross,2,-33,159
1104017,Wandering albatross,4,-33,159
1104018,Wandering albatross,2,-33,159
1104018,Wandering albatross,1,-33,159
1104018,Wandering albatross,3,-33,159
1104019,Wandering albatross,2,-33,160
1104019,Wandering albatross,1,-33,160
1104019,Wandering albatross,3,-33,160
1104019,Grey-faced petrel,1,-33,160
1104020,Wandering albatross,1,-33,160
1104020,Wandering albatross,1,-33,160
1104020,Wandering albatross,4,-33,160
1104020,Wedge-tailed shearwater,1,-33,160
1104020,Sooty tern,31,-33,160
1104021,Wandering albatross,1,-33,160
1104021,Wandering albatross,4,-33,160
1104021,Gould's petrel,1,-33,160
1104021,All dark petrel (unidentified),5,-33,160
1104021,Storm-petrel (unidentified),1,-33,160
1104021,Sooty tern,5,-33,160
1104022,Wandering albatross,1,-33.46666666666667,160.36666666666667
1104022,Wandering albatross,4,-33.46666666666667,160.36666666666667
1104022,All dark shearwater (unidentified),1,-33.46666666666667,160.36666666666667
1104022,Sooty tern,15,-33.46666666666667,160.36666666666667
1104023,Wandering albatross,1,-33,160
1104023,Wandering albatross,1,-33,160
1104023,Sooty tern,2,-33,160
1104024,Wandering albatross,1,-33,160
1104024,Wandering albatross,2,-33,160
1104024,Sooty tern,4,-33,160
1104025,Wandering albatross,1,-33,160
1104025,All dark shearwater (unidentified),1,-33,160
1104026,Wandering albatross,4,-33,165
1104026,Wandering albatross,4,-33,165
1104026,Wandering albatross,3,-33,165
1104026,Wandering albatross,2,-33,165
1104026,Black-browed albatross,1,-33,165
1104026,Cape petrel,3,-33,165
1104026,All dark petrel (unidentified),1,-33,165
1104027,Wandering albatross,3,-33,166
1104027,Wandering albatross,3,-33,166
1104027,Wandering albatross,1,-33,166
1104027,Wandering albatross,1,-33,166
1104027,Jaeger (unidentified),1,-33,166
1104027,Tern (unidentified),1,-33,166
1104028,Wandering albatross,3,-33,166
1104028,Wandering albatross,2,-33,166
1104028,Wandering albatross,2,-33,166
1104028,Wandering albatross,1,-33,166
1104028,Cape petrel,1,-33,166
1104028,Sooty shearwater,1,-33,166
1104028,All dark petrel (unidentified),1,-33,166
1104029,Wandering albatross,2,-33.85,166.46666666666667
1104029,Wandering albatross,2,-33.85,166.46666666666667
1104029,Wandering albatross,1,-33.85,166.46666666666667
1104029,Wandering albatross,1,-33.85,166.46666666666667
1104029,Cape petrel,1,-33.85,166.46666666666667
1104029,Wedge-tailed shearwater,1,-33.85,166.46666666666667
1104030,Wandering albatross,3,-33,166
1104030,Wandering albatross,1,-33,166
1104030,Wandering albatross,1,-33,166
1104030,Wandering albatross,1,-33,166
1104030,Cape petrel,1,-33,166
1104031,Wandering albatross,3,-33,167
1104031,Wandering albatross,3,-33,167
1104031,Wandering albatross,2,-33,167
1104031,Wandering albatross,1,-33,167
1104031,Cape petrel,1,-33,167
1104032,Wandering albatross,3,-33,167
1104032,Wandering albatross,2,-33,167
1104032,Wandering albatross,3,-33,167
1104032,Cape petrel,1,-33,167
1104032,Gadfly petrel (unidentified),4,-33,167
1104033,Wandering albatross,3,-33,167
1104033,Wandering albatross,2,-33,167
1104033,Wandering albatross,2,-33,167
1104033,Wandering albatross,1,-33,167
1104033,All dark shearwater (unidentified),2,-33,167
1104034,Wandering albatross,2,-34.25,171.73333333333332
1104034,Wandering albatross,2,-34.25,171.73333333333332
1104034,Wandering albatross,3,-34.25,171.73333333333332
1104034,Black-browed albatross,1,-34.25,171.73333333333332
1104034,Giant petrel,7,-34.25,171.73333333333332
1104034,Cape petrel,6,-34.25,171.73333333333332
1104034,Buller's shearwater,200,-34.25,171.73333333333332
1104034,Sooty shearwater,2,-34.25,171.73333333333332
1104035,Wandering albatross,2,-34,172
1104035,Wandering albatross,3,-34,172
1104035,Wandering albatross,2,-34,172
1104035,Black-browed albatross,1,-34,172
1104035,Giant petrel,4,-34,172
1104035,Cape petrel,7,-34,172
1104036,Wandering albatross,1,-34.266666666666666,172.05
1104036,Wandering albatross,2,-34.266666666666666,172.05
1104036,Wandering albatross,2,-34.266666666666666,172.05
1104036,Black-browed albatross,1,-34.266666666666666,172.05
1104036,Black-browed albatross,1,-34.266666666666666,172.05
1104036,Giant petrel,7,-34.266666666666666,172.05
1104036,Cape petrel,5,-34.266666666666666,172.05
1104036,Diving-petrel (unidentified),1,-34.266666666666666,172.05
1104036,Red-billed gull,4,-34.266666666666666,172.05
1104037,Giant petrel,4,-34.31666666666667,172.33333333333334
1104037,Cape petrel,1,-34.31666666666667,172.33333333333334
1104037,Fluttering shearwater,11,-34.31666666666667,172.33333333333334
1104037,Little shearwater,1,-34.31666666666667,172.33333333333334
1104037,Diving-petrel (unidentified),1,-34.31666666666667,172.33333333333334
1104038,Giant petrel,3,-34.333333333333336,172.61666666666667
1104038,Cape petrel,4,-34.333333333333336,172.61666666666667
1104038,Prion (unidentified),4,-34.333333333333336,172.61666666666667
1104038,Buller's shearwater,1,-34.333333333333336,172.61666666666667
1104038,Little shearwater,3,-34.333333333333336,172.61666666666667
1104038,Southern black-backed gull,10,-34.333333333333336,172.61666666666667
1104038,Red-billed gull,9,-34.333333333333336,172.61666666666667
1104039,Giant petrel,3,-34.333333333333336,172.7
1104039,Prion (unidentified),36,-34.333333333333336,172.7
1104039,Fluttering shearwater,13,-34.333333333333336,172.7
1104039,Southern black-backed gull,5,-34.333333333333336,172.7
1104039,Red-billed gull,7,-34.333333333333336,172.7
1104040,Giant petrel,2,-34.36666666666667,172.9
1104040,Cape petrel,1,-34.36666666666667,172.9
1104040,Prion (unidentified),54,-34.36666666666667,172.9
1104040,Flesh-footed shearwater,2,-34.36666666666667,172.9
1104040,Buller's shearwater,41,-34.36666666666667,172.9
1104040,Australasian gannet,11,-34.36666666666667,172.9
1104040,Southern black-backed gull,4,-34.36666666666667,172.9
1104040,Red-billed gull,5,-34.36666666666667,172.9
1104041,Giant petrel,4,-34.36666666666667,172.98333333333332
1104041,Prion (unidentified),9,-34.36666666666667,172.98333333333332
1104041,Flesh-footed shearwater,3,-34.36666666666667,172.98333333333332
1104041,Buller's shearwater,52,-34.36666666666667,172.98333333333332
1104041,Little shearwater,1,-34.36666666666667,172.98333333333332
1104041,Southern black-backed gull,1,-34.36666666666667,172.98333333333332
1104041,Red-billed gull,6,-34.36666666666667,172.98333333333332
1104042,Giant petrel,4,-34,173
1104042,Prion (unidentified),5,-34,173
1104042,Flesh-footed shearwater,5,-34,173
1104042,Buller's shearwater,29,-34,173
1104042,Red-billed gull,3,-34,173
1104043,Giant petrel,2,-34.45,173.18333333333334
1104043,Prion (unidentified),3,-34.45,173.18333333333334
1104043,Australasian gannet,1,-34.45,173.18333333333334
1104043,Southern black-backed gull,1,-34.45,173.18333333333334
1104044,Wandering albatross,1,-34.56666666666667,173.51666666666668
1104044,Giant petrel,2,-34.56666666666667,173.51666666666668
1104044,Prion (unidentified),2,-34.56666666666667,173.51666666666668
1104044,Flesh-footed shearwater,1,-34.56666666666667,173.51666666666668
1104044,Buller's shearwater,1,-34.56666666666667,173.51666666666668
1104045,Giant petrel,1,-36.95,176.18333333333334
1104045,Grey-faced petrel,7,-36.95,176.18333333333334
1104045,Flesh-footed shearwater,2,-36.95,176.18333333333334
1104045,Fluttering shearwater,12,-36.95,176.18333333333334
1104045,Little shearwater,9,-36.95,176.18333333333334
1104045,White-faced storm petrel,5,-36.95,176.18333333333334
